data,forn,area,eta,m,f,d,N1,N2,ISTAT,reg
2023-11-05,Pfizer/BioNTech,EMR,70-79,45,26,71,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,80-89,22,31,53,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,90+,6,10,16,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,FVG,70-79,4,2,6,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-05,Pfizer/BioNTech,FVG,80-89,3,1,4,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-05,Pfizer/BioNTech,FVG,90+,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-05,Pfizer/BioNTech,LAZ,20-29,0,2,2,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,30-39,1,5,6,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,40-49,5,5,10,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,50-59,0,9,9,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,60-69,4,9,13,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,70-79,6,7,13,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,80-89,3,3,6,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,90+,2,1,3,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LOM,12-19,4,1,5,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,20-29,2,13,15,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,30-39,14,14,28,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,40-49,19,22,41,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,50-59,27,33,60,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,60-69,90,84,174,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,70-79,118,114,232,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,80-89,91,102,193,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,90+,17,23,40,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,MAR,30-39,0,1,1,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,60-69,1,2,3,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,70-79,6,3,9,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,80-89,4,6,10,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,90+,0,5,5,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,PAB,40-49,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PAB,70-79,1,2,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PAB,80-89,0,2,2,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PAB,90+,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PIE,40-49,0,1,1,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,50-59,5,3,8,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,60-69,5,5,10,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,70-79,8,9,17,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,80-89,5,14,19,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,90+,3,10,13,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PUG,30-39,0,1,1,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,40-49,1,1,2,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,50-59,1,1,2,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,60-69,3,3,6,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,70-79,7,1,8,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,80-89,0,2,2,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,90+,1,0,1,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,TOS,50-59,2,4,6,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,60-69,18,10,28,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,70-79,30,30,60,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,80-89,29,21,50,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,90+,6,5,11,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,VDA,40-49,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VDA,70-79,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VDA,80-89,0,2,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VDA,90+,1,2,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VEN,30-39,1,1,2,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,40-49,2,0,2,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,50-59,0,1,1,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,60-69,3,4,7,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,70-79,10,7,17,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,80-89,14,6,20,ITH,ITH3,5,Veneto
2023-11-06,Pfizer Pediatrico,EMR,05-11,1,0,1,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,20-29,0,1,1,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,30-39,2,0,2,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,40-49,2,0,2,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,50-59,3,9,12,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,60-69,19,19,38,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,70-79,38,44,82,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,80-89,38,32,70,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,EMR,90+,6,25,31,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,MAR,05-11,1,1,2,ITI,ITI3,11,Marche
2023-11-06,Pfizer Pediatrico,MAR,70-79,1,1,2,ITI,ITI3,11,Marche
2023-11-06,Pfizer Pediatrico,MAR,80-89,1,2,3,ITI,ITI3,11,Marche
2023-11-06,Pfizer Pediatrico,MAR,90+,2,0,2,ITI,ITI3,11,Marche
2023-11-06,Pfizer Pediatrico,PAB,05-11,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer Pediatrico,VEN,60-69,1,0,1,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,BAS,60-69,2,1,3,ITF,ITF5,17,Basilicata
2023-11-06,Pfizer/BioNTech,BAS,80-89,1,1,2,ITF,ITF5,17,Basilicata
2023-11-06,Pfizer/BioNTech,CAL,20-29,0,3,3,ITF,ITF6,18,Calabria
2023-11-06,Pfizer/BioNTech,CAL,30-39,2,2,4,ITF,ITF6,18,Calabria
2023-11-06,Pfizer/BioNTech,CAL,50-59,1,0,1,ITF,ITF6,18,Calabria
2023-11-06,Pfizer/BioNTech,CAL,60-69,7,3,10,ITF,ITF6,18,Calabria
2023-11-06,Pfizer/BioNTech,CAL,70-79,8,4,12,ITF,ITF6,18,Calabria
2023-11-06,Pfizer/BioNTech,CAL,80-89,6,2,8,ITF,ITF6,18,Calabria
2023-11-06,Pfizer/BioNTech,CAL,90+,1,1,2,ITF,ITF6,18,Calabria
2023-11-06,Pfizer/BioNTech,CAM,12-19,3,0,3,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,20-29,1,1,2,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,30-39,0,3,3,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,40-49,3,5,8,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,50-59,8,10,18,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,60-69,42,34,76,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,70-79,86,57,143,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,80-89,49,26,75,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,CAM,90+,2,3,5,ITF,ITF3,15,Campania
2023-11-06,Pfizer/BioNTech,EMR,05-11,1,1,2,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,12-19,4,5,9,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,20-29,16,33,49,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,30-39,38,43,81,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,40-49,58,59,117,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,50-59,97,135,232,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,60-69,362,417,779,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,70-79,598,591,1189,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,80-89,514,576,1090,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,EMR,90+,114,240,354,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer/BioNTech,FVG,05-11,2,2,4,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,12-19,0,2,2,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,20-29,6,10,16,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,30-39,17,18,35,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,40-49,22,37,59,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,50-59,37,59,96,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,60-69,101,99,200,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,70-79,106,118,224,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,80-89,105,123,228,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,FVG,90+,18,58,76,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-06,Pfizer/BioNTech,LAZ,12-19,1,0,1,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,20-29,7,7,14,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,30-39,23,12,35,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,40-49,37,17,54,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,50-59,46,46,92,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,60-69,158,155,313,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,70-79,214,176,390,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,80-89,163,209,372,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LAZ,90+,35,58,93,ITI,ITI4,12,Lazio
2023-11-06,Pfizer/BioNTech,LIG,12-19,2,2,4,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,20-29,3,4,7,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,30-39,7,4,11,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,40-49,3,6,9,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,50-59,15,17,32,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,60-69,47,45,92,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,70-79,82,69,151,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,80-89,68,63,131,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LIG,90+,12,25,37,ITC,ITC3,7,Liguria
2023-11-06,Pfizer/BioNTech,LOM,05-11,0,1,1,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,12-19,8,9,17,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,20-29,29,49,78,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,30-39,56,91,147,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,40-49,71,104,175,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,50-59,154,196,350,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,60-69,474,428,902,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,70-79,648,531,1179,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,80-89,451,579,1030,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,LOM,90+,102,236,338,ITC,ITC4,3,Lombardia
2023-11-06,Pfizer/BioNTech,MAR,05-11,1,0,1,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,12-19,0,1,1,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,20-29,2,0,2,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,30-39,4,7,11,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,40-49,6,5,11,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,50-59,11,13,24,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,60-69,56,42,98,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,70-79,61,51,112,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,80-89,55,54,109,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MAR,90+,10,28,38,ITI,ITI3,11,Marche
2023-11-06,Pfizer/BioNTech,MOL,20-29,1,0,1,ITF,ITF2,14,Molise
2023-11-06,Pfizer/BioNTech,MOL,50-59,3,5,8,ITF,ITF2,14,Molise
2023-11-06,Pfizer/BioNTech,MOL,60-69,17,13,30,ITF,ITF2,14,Molise
2023-11-06,Pfizer/BioNTech,MOL,70-79,14,9,23,ITF,ITF2,14,Molise
2023-11-06,Pfizer/BioNTech,MOL,80-89,11,9,20,ITF,ITF2,14,Molise
2023-11-06,Pfizer/BioNTech,MOL,90+,0,4,4,ITF,ITF2,14,Molise
2023-11-06,Pfizer/BioNTech,PAB,12-19,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,20-29,2,1,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,30-39,1,2,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,40-49,3,7,10,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,50-59,5,9,14,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,60-69,15,15,30,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,70-79,20,26,46,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,80-89,26,19,45,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAB,90+,1,2,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,PAT,12-19,1,1,2,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,20-29,2,2,4,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,30-39,5,2,7,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,40-49,7,6,13,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,50-59,17,23,40,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,60-69,47,47,94,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,70-79,77,55,132,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,80-89,37,55,92,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PAT,90+,11,23,34,ITH,ITH2,4,Provincia Autonoma Trento
2023-11-06,Pfizer/BioNTech,PIE,12-19,3,2,5,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,20-29,4,6,10,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,30-39,13,23,36,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,40-49,27,45,72,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,50-59,53,74,127,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,60-69,188,196,384,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,70-79,300,242,542,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,80-89,185,172,357,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PIE,90+,31,50,81,ITC,ITC1,1,Piemonte
2023-11-06,Pfizer/BioNTech,PUG,12-19,1,0,1,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,20-29,20,14,34,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,30-39,16,21,37,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,40-49,20,21,41,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,50-59,59,39,98,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,60-69,114,105,219,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,70-79,201,166,367,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,80-89,96,101,197,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,PUG,90+,18,27,45,ITF,ITF4,16,Puglia
2023-11-06,Pfizer/BioNTech,SAR,20-29,1,0,1,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SAR,30-39,3,1,4,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SAR,40-49,2,8,10,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SAR,50-59,14,18,32,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SAR,60-69,38,28,66,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SAR,70-79,53,46,99,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SAR,80-89,27,47,74,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SAR,90+,10,17,27,ITG,ITG2,20,Sardegna
2023-11-06,Pfizer/BioNTech,SIC,20-29,0,3,3,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,SIC,30-39,1,1,2,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,SIC,40-49,1,1,2,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,SIC,50-59,1,2,3,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,SIC,60-69,5,5,10,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,SIC,70-79,5,2,7,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,SIC,80-89,6,4,10,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,SIC,90+,1,4,5,ITG,ITG1,19,Sicilia
2023-11-06,Pfizer/BioNTech,TOS,12-19,1,0,1,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,20-29,19,17,36,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,30-39,33,49,82,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,40-49,36,50,86,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,50-59,102,116,218,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,60-69,370,378,748,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,70-79,675,641,1316,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,80-89,519,554,1073,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,TOS,90+,112,184,296,ITI,ITI1,9,Toscana
2023-11-06,Pfizer/BioNTech,UMB,30-39,2,2,4,ITI,ITI2,10,Umbria
2023-11-06,Pfizer/BioNTech,UMB,40-49,0,1,1,ITI,ITI2,10,Umbria
2023-11-06,Pfizer/BioNTech,UMB,50-59,10,4,14,ITI,ITI2,10,Umbria
2023-11-06,Pfizer/BioNTech,UMB,60-69,6,8,14,ITI,ITI2,10,Umbria
2023-11-06,Pfizer/BioNTech,UMB,70-79,8,5,13,ITI,ITI2,10,Umbria
2023-11-06,Pfizer/BioNTech,UMB,80-89,1,0,1,ITI,ITI2,10,Umbria
2023-11-06,Pfizer/BioNTech,UMB,90+,0,1,1,ITI,ITI2,10,Umbria
2023-11-06,Pfizer/BioNTech,VDA,30-39,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-06,Pfizer/BioNTech,VDA,40-49,0,2,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-06,Pfizer/BioNTech,VDA,50-59,2,1,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-06,Pfizer/BioNTech,VDA,60-69,9,8,17,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-06,Pfizer/BioNTech,VDA,70-79,18,15,33,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-06,Pfizer/BioNTech,VDA,80-89,15,11,26,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-06,Pfizer/BioNTech,VDA,90+,6,2,8,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-06,Pfizer/BioNTech,VEN,12-19,3,1,4,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,20-29,8,9,17,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,30-39,29,24,53,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,40-49,41,38,79,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,50-59,68,82,150,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,60-69,145,161,306,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,70-79,197,167,364,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,80-89,126,161,287,ITH,ITH3,5,Veneto
2023-11-06,Pfizer/BioNTech,VEN,90+,15,74,89,ITH,ITH3,5,Veneto
2023-11-07,Janssen,MAR,70-79,0,1,1,ITI,ITI3,11,Marche
2023-11-07,Pfizer Pediatrico,EMR,05-11,1,0,1,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,20-29,3,0,3,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,30-39,3,3,6,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,40-49,2,5,7,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,50-59,12,12,24,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,60-69,46,54,100,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,70-79,75,80,155,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,80-89,67,81,148,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,EMR,90+,14,50,64,ITH,ITH5,8,Emilia-Romagna
2023-11-07,Pfizer Pediatrico,MAR,40-49,0,1,1,ITI,ITI3,11,Marche
2023-11-07,Pfizer Pediatrico,MAR,50-59,0,1,1,ITI,ITI3,11,Marche
2023-11-07,Pfizer Pediatrico,MAR,60-69,9,6,15,ITI,ITI3,11,Marche
2023-11-07,Pfizer Pediatrico,MAR,70-79,13,12,25,ITI,ITI3,11,Marche
2023-11-07,Pfizer Pediatrico,MAR,80-89,5,5,10,ITI,ITI3,11,Marche
2023-11-07,Pfizer Pediatrico,MAR,90+,1,2,3,ITI,ITI3,11,Marche
2023-11-07,Pfizer Pediatrico,VEN,50-59,1,0,1,ITH,ITH3,5,Veneto
2023-11-07,Pfizer Pediatrico,VEN,70-79,2,3,5,ITH,ITH3,5,Veneto
2023-11-07,Pfizer Pediatrico,VEN,80-89,4,1,5,ITH,ITH3,5,Veneto
2023-11-07,Pfizer/BioNTech,BAS,20-29,1,0,1,ITF,ITF5,17,Basilicata
2023-11-07,Pfizer/BioNTech,BAS,40-49,1,0,1,ITF,ITF5,17,Basilicata
2023-11-07,Pfizer/BioNTech,BAS,50-59,1,0,1,ITF,ITF5,17,Basilicata
2023-11-07,Pfizer/BioNTech,BAS,60-69,3,4,7,ITF,ITF5,17,Basilicata
2023-11-07,Pfizer/BioNTech,BAS,70-79,5,1,6,ITF,ITF5,17,Basilicata
2023-11-07,Pfizer/BioNTech,BAS,80-89,2,0,2,ITF,ITF5,17,Basilicata
2023-11-07,Pfizer/BioNTech,CAL,20-29,1,0,1,ITF,ITF6,18,Calabria
2023-11-07,Pfizer/BioNTech,CAL,40-49,4,4,8,ITF,ITF6,18,Calabria
2023-11-07,Pfizer/BioNTech,CAL,50-59,1,1,2,ITF,ITF6,18,Calabria
2023-11-07,Pfizer/BioNTech,CAL,60-69,18,18,36,ITF,ITF6,18,Calabria
